title,rate,rate_nums,onyear,area
龙的心,6.9,6432,1985,香港
寂静的地球,6.9,1790,1985,新西兰
情陷夜巴黎,6.9,1482,1985,法国
爱的旅馆,6.9,1091,1985,日本
革命,6.9,312,1985,英国 / 挪威
冷血奇兵,6.9,234,1985,西班牙 / 美国 / 荷兰
阿尔卑斯的激情,6.9,89,1985,瑞士
天生一对,6.9,82,1985,香港
上帝的女儿,6.9,49,1985,美国
女人心,6.8,1063,1985,香港
错点鸳鸯,6.8,706,1985,香港
高校教师 成熟,6.8,92,1985,日本
夏娃的女儿,6.8,111,1985,菲律宾
银色子弹,6.8,124,1985,美国
女郎漫游仙境,6.8,78,1985,日本
代理市长,6.8,64,1985,中国大陆
飞越东柏林,6.8,67,1985,美国
咱们的退伍兵,6.8,54,1985,中国大陆
竹篱笆外的春天,6.8,50,1985,台湾
本案没有结束,6.8,49,1985,中国
决死突击队:再次出击,6.8,38,1985,美国
打工皇帝,6.7,3560,1985,香港
少年福尔摩斯,6.7,973,1985,美国
卖妻,6.7,105,1985,台湾
火爆小子,6.7,98,1985,美国
少年犯,6.6,1065,1985,中国大陆
无罪的验证,6.6,224,1985,英国
警官的诺言,6.6,109,1985,法国
一片雪,6.6,60,1985,日本
另一种爱,6.6,32,1985,Czechoslovakia
金陵之夜,6.6,34,1985,中国大陆
龙凤智多星,6.5,1889,1985,香港
龙年,6.5,626,1985,美国
智勇三宝,6.5,554,1985,香港
查泰莱夫人之风华绝代,6.5,59,1985,美国
荷兰姑娘们,6.5,62,1985,UK
少女与小偷,6.5,39,1985,中国大陆
落荒而逃,6.5,33,1985,意大利
四眼仔,6.4,1367,1985,香港
教头发威,6.4,277,1985,香港
魔性的香,6.4,356,1985,日本
欢场,6.4,150,1985,香港
八百罗汉,6.4,68,1985,中国大陆 / 香港
孤恋花,6.4,39,1985,台湾
玫瑰的故事,6.3,1988,1985,香港
尼罗河之宝,6.3,322,1985,美国
后宫,6.3,250,1985,法国
你先杀了我,6.3,169,1985,美国
血战五台山,6.3,268,1985,香港
白雾街凶杀案,6.3,103,1985,中国大陆
新小子,6.3,42,1985,美国
少林俗家弟子,6.2,441,1985,中国大陆
再见七日情,6.2,446,1985,香港
情殇玫瑰园,6.2,165,1985,法国
大刀王五,6.2,166,1985,中国大陆
响马县长,6.2,92,1985,中国大陆
皇家大贼,6.2,88,1985,香港
卡门,6.2,53,1985,美国
北投最后一班列车,6.2,27,1985,台湾
威龙猛探,6.1,2319,1985,香港 / 美国
无休无止,8,2033,1985,波兰
台风俱乐部,8,1190,1985,日本
夜叉,8,960,1985,日本
水,8,227,1985,英国
疯狂上海滩,8,63,1985,香港
白兰的四个男人,8,43,1985,南斯拉夫
女娲补天,7.9,5241,1985,中国大陆
地下铁,7.9,5555,1985,法国
天使之卵,7.9,2235,1985,日本
花街时代,7.9,1397,1985,香港
陌生男子,7.9,1322,1985,英国
狼犬历险记,7.9,831,1985,中国大陆
我这样过了一生,7.9,611,1985,台湾
美食家,7.9,265,1985,中国大陆
绝响,7.9,79,1985,中国大陆
冲线,7.9,53,1985,美国
国四英雄传,7.9,35,1985,台湾
青梅竹马,7.8,3237,1985,台湾
何必有我?,7.8,2438,1985,香港
红衣少女,7.8,1113,1985,中国大陆
最想念的季节,7.8,736,1985,台湾
不该发生的事,7.8,125,1985,美国
薄化妆,7.8,103,1985,日本
幽草,7.8,63,1985,英国
星光时刻,7.8,60,1985,巴西
爱情傻子,7.8,54,1985,美国
新暴君焚城录,7.8,43,1985,意大利
黑麦奇案,7.9,30,1985,UK
看得见风景的房间,7.7,29897,1985,英国
第一滴血2,7.7,22508,1985,美国
七宝奇谋,7.7,1835,1985,美国
不害臊的姑娘,7.7,1386,1985,法国
一个Z和两个O,7.7,1016,1985,英国 / 荷兰
七个毕业生,7.7,672,1985,美国
西瓦拉多大决战,7.7,661,1985,美国
官方说法,7.7,534,1985,阿根廷
雪之断章,7.7,193,1985,日本
她在阳光下度过的岁月,7.7,73,1985,法国
曼哈顿爱自杀,7.7,55,1985,美国
似曾相识,7.7,41,1985,苏联
秋天里的春天,7.7,38,1985,中国大陆
警察故事,7.6,42951,1985,香港
鹰狼传奇,7.6,1011,1985,美国
猫眼看人,7.6,754,1985,美国
暴走列车,7.6,653,1985,美国
校门外,7.6,593,1985,美国
柏林墙以东,7.6,304,1985,西德
雷德尔上校,7.6,90,1985,南斯拉夫 / 匈牙利 / 奥地利 / 西德
人性记录,7.6,100,1985,美国 / 英国
伊凡·伊里奇之死,7.6,81,1985,苏联
愤怒的收获,7.6,51,1985,西德
夜深沉，爱难吟,7.5,1355,1985,美国
妙探寻凶,7.5,1159,1985,美国
魔之时刻,7.5,371,1985,日本
爱的甘露,7.5,373,1985,美国
威猛奇兵,7.5,350,1985,美国
缅甸的竖琴,7.5,129,1985,日本
刑事物语4：片山刑警在酒吧,7.5,82,1985,日本
火祭,7.5,49,1985,日本
盛夏和她的未婚夫,7.5,54,1985,中国大陆
梦童,7.5,41,1985,英国
洛奇4,7.4,4518,1985,美国
三岛由纪夫传,7.4,1647,1985,美国 / 日本
八仙的传说,7.4,1307,1985,中国大陆
向玛丽致敬,7.4,322,1985,法国 / 瑞士 / 英国
普里兹家族的荣誉,7.4,393,1985,美国
安娜·卡列妮娜,7.4,262,1985,美国
早春恋曲,7.4,110,1985,日本
超级市民,7.4,77,1985,台湾
电梯上,7.4,60,1985,中国大陆
迷人的乐队,7.4,54,1985,中国大陆
奥利安娜,7.4,40,1985,Venezuela / 法国
寂寞的人,7.4,42,1985,日本
法外情,7.3,3964,1985,香港
良家妇女,7.3,669,1985,中国大陆
非法移民,7.3,485,1985,香港
日出,7.3,363,1985,中国大陆
第五惑星,7.3,321,1985,美国
黄山来的姑娘,7.3,196,1985,中国大陆
慈悲的滋味,7.3,83,1985,中国台湾
张家少奶奶,7.3,62,1985,中国大陆
为你钟情,7.2,4231,1985,香港
证人,7.2,2973,1985,美国
我美丽的洗衣店,7.2,1667,1985,英国
苍白骑士,7.2,1121,1985,美国
平壤怪兽,7.2,561,1985,日本 / 朝鲜
夜半歌声,7.2,372,1985,中国大陆
神秘约会,7.2,202,1985,美国
胡桃夹子,9,87,1985,英国
童年往事,8.8,20578,1985,台湾
清秀佳人,8.8,705,1985,加拿大 / 美国 / 原西德
你是个好人，查理·布朗,8.8,606,1985,美国
乱,8.7,31866,1985,日本 / 法国
Krush Groove,8.7,90,1985,美国
开罗紫玫瑰,8.6,11474,1985,美国
其后,8.6,3646,1985,日本
一片花,8.6,26,1985,日本
走出非洲,8.5,51654,1985,美国
狗脸的岁月,8.5,10869,1985,瑞典
银河铁道之夜,8.5,700,1985,日本
东方快车恋曲,8.5,249,1985,英国
南丁格尔传,8.5,123,1985,英国
野妈妈,8.5,44,1985,中国大陆
回到未来,8.4,68564,1985,美国
紫色,8.4,9791,1985,美国
自己去看,8.4,1607,1985,苏联
小巷名流,8.4,424,1985,中国大陆
蒲公英,8.3,3713,1985,日本
推销员之死,8.3,1306,1985,美国 / 原西德
姊妹坡,8.3,652,1985,日本
櫂,8.3,391,1985,日本
毕业派对,8.3,169,1985,美国
寅次郎的故事36：柴又之恋,8.3,100,1985,日本
妙想天开,8.2,9828,1985,英国
早餐俱乐部,8.2,9385,1985,美国
青春祭,8.2,2256,1985,中国大陆
天涯沦落女,8.2,2011,1985,法国
莫斯科保卫战,8.2,1403,1985,苏联 / 捷克斯洛伐克 / 东德 / 越南
问题少年,8.2,869,1985,法国
我的甜蜜家园,8.2,377,1985,捷克斯洛伐克
歌舞线上,8.2,373,1985,美国
魔发,8.2,317,1985,加拿大
邦蒂富尔之行,8.2,119,1985,美国
下班后,8.1,3333,1985,美国
蜘蛛女之吻,8.1,3047,1985,美国 / 巴西
飞越苏联,8.1,597,1985,美国
呼啸山庄,8.1,198,1985,法国
"探戈,加德尔的放逐",8.1,197,1985,阿根廷 / 法国
贝贝熊,8.1,193,1985,美国
面具,8.1,190,1985,美国
寅次郎的故事35：寅次郎恋爱补习班,8.1,104,1985,日本
牙买加旅馆,8.1,90,1985,英国 / 美国
早霜,8.1,46,1985,美国
古茜娅,8.1,26,1985,波兰
最后一案,9.2,693,1985,英国
住院的病人,9.2,583,1985,英国
影子大地,9.1,73,1985,英国
鬼马飞人,6,812,1985,香港
血网边缘,5.9,141,1985,美国
拍档闯情关,5.7,1394,1985,香港
罗娜艳情录,5.6,59,1985,意大利
天使的对话,7,347,1985,英国
美国忍者,6.9,55,1985,美国
斗气小神仙,6.8,521,1985,香港
木棉袈裟,6.7,2021,1985,中国大陆 / 香港
我愿意,6.7,138,1985,香港
求爱反斗星,6.6,1683,1985,香港
鬼妹,6.5,92,1985,中国大陆
年轻的主张,6.5,68,1985,美国
天官赐福,6.4,814,1985,香港
十八岁之狼,6.4,141,1985,美国
错体人,6.4,85,1985,香港
黑魔王,6.3,912,1985,美国 / 英国
花仔多情,6.3,226,1985,香港
摩登保姆,6.3,226,1985,美国
摩登仙履奇缘,6.2,973,1985,香港
女人风情话,6.1,464,1985,香港
爱的阴暗面,6.1,229,1985,意大利
最迷人与最动人的,7.9,42,1985,苏联
鲁邦三世：巴比伦黄金传说,7.7,409,1985,日本
焦躁不安,7.6,3279,1985,加拿大
天才反击,7.6,52,1985,美国
福星小子3：记得我的爱,7.5,63,1985,日本
再见人生,7.3,385,1985,美国
女儿楼,7.3,281,1985,中国大陆
羽毛精灵,7.3,173,1985,捷克斯洛伐克 / 西德
取长补短,7.3,46,1985,中国大陆
情逢敌手,7.2,1197,1985,香港
小狐仙,7.2,1035,1985,香港
与陌生人共舞,7.2,78,1985,英国
风中之露,7.2,32,1985,日本
柏林情事,7.1,482,1985,意大利 / 西德
1/2段情,7.1,135,1985,香港
谁为我伴,7.1,105,1985,美国 / 英国
欧洲假期,7.1,90,1985,美国
舞星争艳,7.1,60,1985,美国
恶作剧,7.1,59,1985,美国
甜蜜宝贝,8.4,36,1985,西德
无限地带23Ⅰ,8.3,364,1985,日本
惊情,8.2,384,1985,香港
谢尔曼的征程,8.2,65,1985,美国
私人手段,6,210,1985,美国
一咬定情,6,152,1985,美国
天生宝一对,6,59,1985,台湾
异形大灾难,5.8,231,1985,美国
弟子也疯狂,5.8,167,1985,香港
花心红杏,5.8,77,1985,香港
摩登神探,5.8,33,1985,香港
老友鬼鬼,5.3,81,1985,香港
开心鬼放暑假,7,10191,1985,香港
荒唐小混蛋奇遇记,7,459,1985,美国
酿酒师的百万横财,7,39,1985,美国
鸿运当头,6.8,293,1985,香港
红鞋男子,6.8,264,1985,美国
古灵侦探,6.8,59,1985,美国
吉人天相,6.7,368,1985,香港
时来运转,6.6,1940,1985,香港
天师斗僵尸,6.6,582,1985,美国
圣诞奇遇结良缘,6.6,469,1985,香港
僵尸小子,6.6,232,1985,台湾
拖错车,6.5,247,1985,香港
替枪老豆,6.5,242,1985,香港
祝您好运,6.5,162,1985,香港
所罗门宝藏,6.5,140,1985,美国
捉虫杀人事件,6.5,100,1985,美国
皇家师姐,6.4,1034,1985,香港
开心三响炮,6.4,426,1985,香港
光棍出差,6.4,515,1985,美国
两只老虎,6.3,416,1985,台湾 / 香港 / 美国
霹雳十杰,6.3,347,1985,香港
天使出更,6.3,302,1985,香港
青春差馆,6.2,197,1985,香港
飞虎奇兵,6.1,287,1985,香港
少年苏乞儿,6.1,150,1985,香港
第二类信件,6.2,65,1985,英国
僵尸先生,7.9,18090,1985,香港
残片,7.8,402,1985,日本
哈瓦那的吸血鬼,7.7,218,1985,古巴 / 西班牙 / 西德
眼泪不再,7.7,34,1985,意大利
卡拉马利联盟,7.6,572,1985,芬兰
三个男人和一个摇篮,7.6,304,1985,法国
开心乐园,7.5,1181,1985,香港
小丑与天鹅,7.5,70,1985,台湾
奇遇,7.4,133,1985,美国
高卢勇士斗凯撒,7.4,117,1985,法国
希腊悲剧,7.3,4244,1985,比利时
警察学校2：初露锋芒,7.3,1988,1985,美国
活跳尸,7.2,4455,1985,美国
绘画课2,7.2,50,1985,美国
弥撒终了,7.2,39,1985,意大利
点心,7.2,39,1985,美国
夏日福星,7.1,8903,1985,香港
福星高照,7.1,8475,1985,香港
比利·金传奇,7.1,74,1985,美国
风流局长,7.1,29,1985,中国大陆
加菲猫的万圣节冒险,8.7,310,1985,美国
遗产奇案,8.5,94,1985,西德
休息时间,8.3,3478,1985,苏联
丧尸出笼,7,3038,1985,美国
冲向天外天,6.7,179,1985,美国
幻梦战记蕾达,6.6,54,1985,日本
异形生物,6.5,34,1985,美国
疯狂的麦克斯3,6.4,4791,1985,澳大利亚
宇宙天魔,6.2,753,1985,英国
有情感的机器人,7.9,179,1985,英国 / 美国
战国魔神豪将军：时之异邦人,7.9,35,1985,日本
重返奥兹国,7.7,376,1985,英国 / 美国
宝剑的秘密,7.1,46,1985,美国
奥林传奇,8.6,102,1985,韩国 / 美国
吸血鬼猎人D,8.4,1515,1985,日本
执着的梦想,8.3,94,1985,美国 / 加拿大
哆啦A梦：大雄的宇宙小战争,8.1,1180,1985,日本
水儿武士,5,230,1985,香港
地下铁连环强奸案,5.8,404,1985,日本
女王神剑,5.7,234,1985,荷兰 / 美国
绝处逢生,5.6,39,1985,中国大陆 / 香港
007之雷霆杀机,6.8,3634,1985,英国 / 美国
群尸屠城,6.8,708,1985,意大利
六指琴魔,6.8,120,1985,香港
血腥堡垒,6.8,35,1985,澳大利亚
山东狂人,6.7,53,1985,香港
峨眉飞盗,6.6,107,1985,中国大陆
尖东枭雄,6.5,57,1985,香港
越战先锋2,6.2,121,1985,美国
江湖了断,6.2,40,1985,香港
卡姆伊之剑,7.3,64,1985,日本
大侵袭,7.3,53,1985,美国
战区88,8.5,199,1985,日本
对花枪,9.1,73,1985,中国大陆
绞索下的交易,4.9,31,1985,中国大陆
欲孽狂爱,5.6,40,1985,西德
世界奇案的最后线索,5.6,736,1985,中国大陆
神话,6.8,622,1985,意大利
喋血黑谷,6.1,118,1985,中国大陆
梅山奇案,6.1,105,1985,中国大陆
一个女演员的梦,6.1,55,1985,中国大陆
叛国少年,7.1,45,1985,英国 / 美国
铜山毛榉案,8.9,698,1985,英国
希腊译员,8.8,648,1985,英国
红发会,9.2,662,1985,英国
诺伍德的建筑师,9.2,585,1985,英国
蜜月的阴谋,5.8,41,1985,中国大陆
警察,6.1,382,1985,法国
生死线,7.1,556,1985,香港
猛鬼街2,6,2509,1985,美国
古灵精怪东南亚2,5.7,85,1985,香港 / 西德
隔山有眼2,5.4,83,1985,英国 / 美国
餓鬼魂,5.3,113,1985,日本
猛鬼出棺,5,84,1985,香港
世界残酷奇谭3,7.2,46,1985,意大利
浩劫,8.9,1025,1985,法国
路边吉它队,7.4,102,1985,中国大陆
中国影星大聚会,7.2,53,1985,中国大陆
聂隐娘,6.7,54,1985,台湾
园子温就是我！,6.3,131,1985,日本
黑泽明,7.6,69,1985,法国 / 日本
让·科克托：无名艺术家自传,7.5,54,1985,法国
东京旋律：一部关于坂本龙一的电影,8.8,705,1985,法国 / 日本
三岛由纪夫奇闻,8.3,59,1985,UK
Vladimir Horowitz: The Last Romantic,9.3,86,1985,美国
服从我,6.5,76,1985,美国
我恨你,6.9,107,1985,美国
流浪狗,7.3,124,1985,美国
1985年中央电视台春节联欢晚会,6.9,83,1985,中国大陆
路易蓝调,7.4,71,1985,美国
威尔第 歌剧《阿伊达》,8.2,37,1985,意大利
天下一家,9.7,199,1985,美国
巨星义助非洲慈善演唱会,9.6,362,1985,USA / UK
纪录片《伯恩斯坦指挥录制西城故事》,9.2,119,1985,英国
Madonna Live - The Virgin Tour,9.2,36,1985,美国
狼女传奇,8.1,85,1985,美国
爱丽丝梦游仙境,7.9,92,1985,美国
马克·吐温的冒险旅程,7.8,117,1985,美国
西尔维斯特,6.1,42,1985,美国
回首再见她,7.3,97,1985,日本
城市和狗,7.2,44,1985,秘鲁
足球小将 危险！全日本Jr.,8.4,256,1985,日本
足球小将 欧洲大决战,8.1,587,1985,日本
黄桥决战,6.4,54,1985,中国大陆
团鬼六 紧缚卍责罚,6.2,74,1985,日本
黑神锅传奇,6.4,153,1985,美国
英雄胆,5,62,1986,美国
上海惊奇,4.7,101,1986,英国
佩姬苏要出嫁,6,1331,1986,美国
英雄正传,6,320,1986,香港
代客泊车,6,186,1986,香港
黄金雨,6,59,1986,美国
飓风行动,6,46,1986,中国大陆
浪峰上的爱,6,32,1986,澳大利亚
大漠紫禁令,5.9,106,1986,中国大陆 / 台湾
惊魂记3,5.9,100,1986,美国
冒牌大贼,5.9,78,1986,香港
阿龙浴血记,5.9,39,1986,中国大陆
心锁,5.8,101,1986,台湾
初一十五,5.8,79,1986,香港
夫人夜,5.8,73,1986,意大利
午夜丽人,5.7,174,1986,香港
我的爱神,5.7,77,1986,香港
黑匣喋血记,5.6,71,1986,中国大陆
国父孙中山与开国英雄,5.6,48,1986,香港 / 台湾
奇缘,5.5,472,1986,香港
坠入地狱,5.5,434,1986,法国
你情我愿,5.5,68,1986,香港
天煞,5.5,48,1986,香港
大班,5.4,215,1986,美国
少妇安吉娜,5.4,67,1986,意大利
海豹突击队,5.3,234,1986,美国
血的游戏,5.3,32,1986,美国 / 香港
老娘够骚,5.2,126,1986,香港
天国恩仇,5.2,32,1986,中国大陆
八喜临门,7,1012,1986,香港
狐缘,7,71,1986,中国大陆
法网神鹰,7,61,1986,美国
晚礼服,7,47,1986,法国
命令027,7,56,1986,North Korea
神鞭,6.9,3955,1986,中国
马克斯我的爱,6.9,1034,1986,法国 / 美国
血溅画屏,6.9,144,1986,中国大陆
普通型号的怪人,6.9,71,1986,日本
昨夜情深,6.9,85,1986,美国
山林中头一个女人,6.9,34,1986,中国大陆
同命小鸳鸯,6.9,36,1986,美国
乡民,6.9,37,1986,中国大陆
最佳福星,6.8,4247,1986,香港
孽欲杀人夜,6.8,861,1986,美国
化身,6.8,384,1986,日本
八二三炮战,6.8,136,1986,台湾
美国小子,6.8,61,1986,美国
大阅兵,6.7,891,1986,中国大陆
孽子,6.7,586,1986,台湾
超级魔鬼干部,6.7,332,1986,美国
极道之妻,6.7,220,1986,日本
强盗爸爸,6.7,62,1986,美国
对头冤家,6.7,65,1986,美国
义盖云天,6.6,2095,1986,香港
心动,6.6,817,1986,香港
恶男,6.6,277,1986,香港
三角洲突击队,6.6,287,1986,美国 / 以色列
被称为教授的男人,6.6,208,1986,意大利
珍珍的发屋,6.6,136,1986,中国大陆
桑叶,6.6,136,1986,韩国
三幕悲剧,6.6,123,1986,美国
兄弟,6.6,113,1986,香港
十手舞,6.5,175,1986,日本
哥特风格,6.5,130,1986,英国
孤独的谋杀者,6.5,41,1986,中国大陆
坏女孩,6.4,421,1986,香港
英雄无泪,6.4,343,1986,香港
双龙吐珠,6.4,323,1986,香港
女局长的男朋友,6.4,169,1986,中国大陆
夜之天使,6.4,136,1986,加拿大 / 捷克斯洛伐克
大出意外,6.4,141,1986,美国
执斧人,6.4,60,1986,波兰
探长拉瓦丁,6.4,69,1986,法国 / 瑞士
幻魔大战,6.4,37,1986,芬兰
家庭英雄,6.4,24,1986,美国
梦中人,6.3,1902,1986,香港
玻璃笼,6.3,822,1986,西班牙
浴血擒魔,6.3,884,1986,美国
东陵大盗,6.3,416,1986,中国大陆
侠女十三妹,6.3,323,1986,中国大陆 / 日本
孙中山,6.3,269,1986,中国大陆
伤心岭,6.3,337,1986,美国
暗夜,6.3,235,1986,台湾
龙威小子2,6.3,166,1986,美国
堕落,6.3,121,1986,意大利 / 法国
夜行货车,6.3,31,1986,香港
永远的夏洛特,6.2,90,1986,法国
非常大总统,6.1,89,1986,中国大陆
流氓英雄,6.2,42,1986,香港
直奉大战,6.2,35,1986,中国大陆
中华英雄,6.1,3216,1986,香港 / 中国大陆
甘泉玛侬,8,2328,1986,法国 / 意大利 / 瑞士
美国鼠谭,8,949,1986,美国
我们都是这样长大的,8,643,1986,台湾
落叶树,8,134,1986,日本
异形2,7.9,58297,1986,美国 / 英国
春天不是读书天,7.9,11922,1986,美国
玫瑰之名,7.9,4088,1986,西德 / 意大利 / 法国
错位,7.9,1106,1986,中国大陆
失宠于上帝的孩子们,7.9,797,1986,美国
后宫的规条,7.9,604,1986,美国
蚊子海岸,7.9,435,1986,美国
春天里的二重奏,7.9,295,1986,美国
无敌雷公号,7.9,147,1986,美国
香港86之猛龙过江,7.9,87,1986,香港
卡车司机之歌,7.9,76,1986,Czechoslovakia
哥哥的女友,7.9,73,1986,香港
罗宾逊，我的英国祖父,7.9,39,1986,Georgia / 苏联
老井,7.8,6792,1986,中国
难兄难弟,7.8,1903,1986,法国
教会,7.8,1924,1986,英国
舞国,7.8,424,1986,意大利 / 法国 / 原西德
死者来信,7.8,144,1986,苏联
太空堡垒II：哨兵,7.8,152,1986,美国
望海的母亲,7.8,36,1986,台湾
席德与南茜,7.7,9151,1986,英国
九日女王,7.7,1144,1986,英国
湘女萧萧,7.7,1124,1986,中国大陆
听不到的说话,7.7,559,1986,香港
月牙儿,7.7,421,1986,中国大陆
战火葬童年,7.7,302,1986,荷兰
他的摩托，她的岛,7.7,155,1986,日本
巴顿将军之死,7.7,61,1986,USA
芳心之罪,7.7,56,1986,美国
壮志凌云,7.6,34326,1986,美国
刀马旦,7.6,11933,1986,香港
最爱,7.6,2616,1986,香港
斗牛士,7.6,1431,1986,西班牙
北京故事,7.6,546,1986,美国 / 中国大陆
野山,7.6,508,1986,中国大陆
银色快手,7.6,427,1986,美国
再见妈咪,7.6,198,1986,香港
地下情,7.5,3284,1986,香港
两公婆八条心,7.5,782,1986,香港
蒙娜丽莎,7.5,443,1986,英国
长枪权三,7.5,317,1986,日本
爱情魔术师,7.5,223,1986,西班牙
失踪的女中学生,7.5,170,1986,中国大陆
我和我的同学们,7.5,75,1986,中国大陆
偶然,7.4,1343,1986,香港
散弹露露,7.4,972,1986,美国
杀手的肖像,7.4,805,1986,美国
痴心的我,7.4,701,1986,香港
几度春风几度霜,7.4,496,1986,法国
淫行,7.4,114,1986,日本
大河边缘,7.4,115,1986,美国
海之花,7.4,92,1986,葡萄牙
觉醒之年,7.4,76,1986,西班牙
圣女泰蕾丝,7.4,53,1986,法国
国王和电影,7.4,37,1986,阿根廷
美国梦魇,7.4,33,1986,美国
变蝇人,7.3,19622,1986,美国 / 英国 / 加拿大
金钱本色,7.3,2407,1986,美国
红粉佳人,7.3,630,1986,美国
火龙,7.3,590,1986,中国大陆 / 香港
恋爱季节,7.3,502,1986,香港
外星奇遇,7.3,264,1986,苏联
此情可待,7.3,237,1986,以色列 / 美国
美国心,7.3,151,1986,香港
操行零分,7.3,139,1986,香港
死无葬身之地,7.3,145,1986,美国
罗莎·卢森堡,7.3,81,1986,捷克斯洛伐克 / 西德
神风,7.3,74,1986,法国
她说了算,7.3,75,1986,美国
雷场相思树,7.3,37,1986,中国大陆
以斯帖,7.3,26,1986,奥地利 / 以色列 / 英国
青春怒潮,7.3,29,1986,香港
盗马贼,7.2,1983,1986,中国大陆
