title,rate,rate_nums,onyear,area
大块头有大智慧,6.4,40519,2003,香港 / 中国大陆
双雄,6.4,28727,2003,香港
天地英雄,6.4,20446,2003,中国大陆 / 香港 / 美国
真情假爱,6.4,8796,2003,美国
淘气少女求爱记,6.4,6894,2003,韩国
紫蝴蝶,6.4,5276,2003,中国大陆 / 法国
少女杀手阿墨,6.4,5450,2003,日本
情牵一线,6.4,4630,2003,香港
重返中世纪,6.4,4406,2003,美国
美国空姐,6.4,3477,2003,美国
单身男子俱乐部,6.4,2548,2003,美国
塑料树,6.4,1618,2003,韩国
猎捕游戏,6.4,1189,2003,美国
屠杀报告,6.4,132,2003,加拿大 / 法国 / 英国
三毛救孤记,6.4,81,2003,中国大陆
情欲陷阱,6.4,76,2003,德国
举起手来！,6.3,51390,2003,中国大陆
我的野蛮初恋,6.3,4138,2003,韩国
捕梦网,6.3,3923,2003,美国 / 加拿大 / 澳大利亚
代码46,6.3,863,2003,英国
火线干探之战火的洗礼,6.3,160,2003,德国
蒙面与匿名,6.3,96,2003,美国 / 英国
泰国黑帮,6.3,88,2003,泰国
仙子,6.3,79,2003,美国
儿子,6.3,66,2003,法国
永不道歉的费莱娜,6.3,82,2003,荷兰 / 美国
古城的夏天,6.3,59,2003,中国大陆
阿龙的故事,6.3,45,2003,香港
雷电疾走的夏天,6.3,32,2003,日本
致命的过错,6.3,28,2003,法国
绿茶,6.2,27892,2003,中国大陆
玉观音,6.2,19362,2003,中国大陆
龙潭虎穴,6.2,5119,2003,美国
混合宿舍,6.2,3246,2003,美国
少年特工科迪,6.2,1886,2003,加拿大 / 美国
好莱坞重案组,6.2,1649,2003,美国
三十八度,6.2,1211,2003,中国大陆
战栗汪洋,6.2,1381,2003,美国
洋槐,6.2,868,2003,韩国
天咒,6.2,522,2003,日本
一千朵云,6.2,547,2003,墨西哥
仙境大道,6.2,346,2003,美国 / 加拿大
这个女孩的生活,6.2,260,2003,美国
偷情两三事,6.2,233,2003,德国
明日天涯,6.2,166,2003,中国大陆 / 法国 / 巴西 / 韩国 / 香港
阿丽拉,6.2,103,2003,以色列 / 法国
太想爱你,6.2,118,2003,中国大陆
最后的恐怖电影,6.2,90,2003,英国
X计划,6.2,92,2003,韩国
犯罪本能,6.2,82,2003,德国
交涉人,6.2,68,2003,日本
谈情说爱,6.2,62,2003,美国
沉默的约定,6.2,46,2003,法国
屏风后面的歌声,6.2,31,2003,意大利 / 英国 / 法国
妖夜回廊,6.1,3402,2003,香港
单刀直入,6.1,3199,2003,美国 / 德国
舞动夏令营,6.1,1378,2003,美国
你丫闭嘴！,8,105259,2003,法国 / 意大利
冷山,8,87700,2003,美国
座头市,8,24691,2003,日本
实尾岛,8,16667,2003,韩国
失控的陪审团,8,11496,2003,美国
哆啦A梦：大雄与风之使者,8,2401,2003,日本
爱在春天来临,8,1830,2003,美国
昭和歌谣大全集,8,1703,2003,日本
众神与将军,8,1231,2003,美国
H庄园的一次午餐,8,1045,2003,英国
庞贝古城：最后的一天,8,723,2003,英国 / 西班牙
真情电波,8,677,2003,美国
消失在地图上的名字,8,363,2003,俄罗斯
给坏小子的歌,8,259,2003,爱尔兰 / 英国 / 丹麦 / 西班牙
复印生活,8,258,2003,巴西
西服,8,213,2003,俄罗斯 / 德国 / 法国 / 意大利 / 乌克兰
尼基与弗洛,8,192,2003,法国 / 罗马尼亚
眼中沙,8,88,2003,印度
新月,8,80,2003,韩国
捕月,8,71,2003,加拿大
无关紧要,8,68,2003,美国
卡斯特桥市市长,8,70,2003,英国
处女,8,31,2003,美国
机动部队,7.9,36480,2003,香港
暖春,7.9,21203,2003,中国大陆
无头男人,7.9,6987,2003,法国 / 阿根廷
咖啡与香烟,7.9,4621,2003,美国 / 日本 / 意大利
分离,7.9,4228,2003,英国
尘雾家园,7.9,4287,2003,美国
爱奴,7.9,2486,2003,英国 / 西班牙 / 美国
光明的未来,7.9,2185,2003,日本
云的南方,7.9,1498,2003,中国大陆
壬生义士传,7.9,1361,2003,日本
逃狱9人组,7.9,1089,2003,日本
奥萨玛,7.9,588,2003,日本 / 阿富汗 / 伊朗 / 荷兰 / 爱尔兰
死尸,7.9,410,2003,爱尔兰
世界上最悲伤的音乐,7.9,283,2003,加拿大
小公子方特洛伊,7.9,219,2003,俄罗斯
狼的夏天,7.9,136,2003,挪威
尼娜的悲剧,7.9,101,2003,以色列
礼物,7.9,110,2003,意大利
柠檬伏特加,7.9,120,2003,Armania
法官老张轶事之审牛记,7.9,125,2003,中国大陆
为什么安德森的孩子不回家吃饭,7.9,72,2003,加拿大
老师的椅子,7.9,45,2003,法国 / 比利时 / Morocco / 德国
繁星,7.9,53,2003,韩国
木头人,7.9,33,2003,新西兰
人鬼情深,7.9,31,2003,印度
无间道3：终极无间,7.8,124414,2003,中国大陆 / 香港
大象,7.8,52798,2003,美国
最后的武士,7.8,42251,2003,美国
21克,7.8,39479,2003,美国
神秘河,7.8,37690,2003,美国 / 澳大利亚
拳霸,7.8,16243,2003,泰国
暖,7.8,10631,2003,中国大陆
看车人的七月,7.8,3980,2003,中国大陆
少年往事,7.8,4275,2003,香港
野蛮入侵,7.8,2826,2003,加拿大 / 法国
天地无限,7.8,2508,2003,美国
马奇男孩,7.8,1649,2003,美国
地铁风情画,7.8,1126,2003,匈牙利
世界奇妙物语 03春之特别篇,7.8,529,2003,日本
蛇草莓,7.8,465,2003,日本
厨房故事,7.8,157,2003,挪威 / 瑞典
齐勒维,7.8,124,2003,捷克 / Slovakia / 奥地利
布达佩斯漫长的周末,7.8,98,2003,匈牙利
回到十六岁,7.8,89,2003,德国
诺斯福克,7.8,68,2003,美国
小岛之恋,7.8,63,2003,日本
破晓,7.8,65,2003,瑞典
纸鸽,7.8,70,2003,秘鲁
倒塌的大厦,7.8,50,2003,美国
君子协定,7.8,44,2003,英国
萨拉米的士兵,7.8,31,2003,西班牙
圣诞老人的秘密,7.8,32,2003,美国
迷失东京,7.7,128897,2003,美国 / 日本
戴珍珠耳环的少女,7.7,73654,2003,英国 / 卢森堡
忘不了,7.7,40694,2003,香港
蒙娜丽莎的微笑,7.7,36696,2003,美国
女魔头,7.7,18993,2003,美国 / 德国
怒海争锋,7.7,18418,2003,美国
恋爱写真,7.7,17412,2003,日本
超越边界,7.7,3573,2003,美国 / 德国
池袋西口公园SP--SOUP篇,7.7,3147,2003,日本
跳跃大搜查线2：封锁彩虹桥,7.7,2231,2003,日本
利蓝的美国,7.7,1194,2003,美国
布尔什维克的虚弱,7.7,1057,2003,西班牙
光彩年华,7.7,869,2003,英国
四月碎片,7.7,935,2003,美国
美国荣耀,7.7,675,2003,美国
萤火虫之星,7.7,532,2003,日本
世界奇妙物语 03秋之特别篇,7.7,353,2003,日本
监狱淌血,7.7,393,2003,阿根廷 / 巴西
冬狮,7.7,193,2003,USA
憨豆兄弟,7.7,194,2003,韩国
再见，长夜,7.7,158,2003,意大利
脱泳而出,7.7,161,2003,澳大利亚
我在翁布里亚的房子,7.7,116,2003,英国 / 意大利
埃勒维兹的圣诞节,7.7,113,2003,英国 / 美国
花,7.7,69,2003,日本
名画传奇,7.7,79,2003,USA
集中营的呐喊,7.7,69,2003,USA
卡特里娜进城记,7.7,63,2003,意大利
火蝴蝶,7.7,57,2003,西班牙
第四楼,7.7,37,2003,西班牙
11:14,7.6,25247,2003,加拿大 / 美国
恋爱进行时,7.6,11482,2003,韩国
阴阳师2,7.6,12506,2003,日本
宇宙只有我和你,7.6,2066,2003,泰国 / 日本
欲盖弥彰,7.6,1337,2003,美国 / 加拿大
沙罗双树,7.6,1223,2003,日本
没有女人的国家,7.6,715,2003,法国 / 印度
危险关系,7.6,576,2003,加拿大 / 法国 / 英国
风筝,7.6,582,2003,Lebanon / 法国
别有洞天,7.6,658,2003,美国
凌晨零二分,7.6,619,2003,英国
魔法使的注意事项,7.6,548,2003,日本
罗马大帝,7.6,343,2003,德国 / 意大利 / 西班牙 / 奥地利 / 法国 / 英国
下午五点,7.6,274,2003,伊朗 / 法国
黑帮大佬医生梦,7.6,339,2003,印度
躲闪,7.6,266,2003,法国
西柏林恋曲,7.6,225,2003,德国
路德传,7.6,234,2003,德国 / 美国
鲁宾逊漂流记,7.6,175,2003,法国 / 加拿大 / 英国
.hack//Liminality,7.6,168,2003,日本
不骑马的王子,7.6,151,2003,荷兰
冬至,7.6,111,2003,中国大陆
山清水秀,7.6,95,2003,中国大陆
离去与回来,7.6,62,2003,葡萄牙 / 法国
Wake,7.6,61,2003,美国
"飞吧,小鹿",7.6,33,2003,美国 / 加拿大
偷天换日,7.5,75454,2003,美国
憨豆特工,7.5,55648,2003,英国 / 法国 / 美国
大丈夫,7.5,29488,2003,香港
六楼后座,7.5,14919,2003,香港
爱是妥协,7.5,11528,2003,美国
咖啡时光,7.5,7736,2003,日本 / 台湾
闪亮的日子,7.5,8623,2003,美国
诱拐,7.5,4035,2003,日本
隔窗未了缘,7.5,2558,2003,意大利 / 土耳其 / 葡萄牙 / 英国
1:99电影行动,7.5,1996,2003,香港
美女罐头,7.5,2041,2003,日本
毒家新闻,7.5,1814,2003,美国 / 爱尔兰 / 英国
振荡器,7.5,927,2003,日本
日历女郎,7.5,749,2003,英国 / 美国
如今,7.5,705,2003,丹麦 / 瑞典
拯救地球！,7.5,681,2003,韩国
意大利曼波,7.5,567,2003,加拿大
玫瑰围墙,7.5,326,2003,德国 / 荷兰
心的羽毛,7.5,247,2003,比利时
杀人回忆,7.5,278,2003,西班牙
亨利八世,7.5,226,2003,英国
爱，没有明天,7.5,239,2003,印度
塔斯鲁波的手提箱,7.5,171,2003,英国 / 西班牙 / 意大利 / 卢森堡 / 荷兰 / 俄罗斯 / 匈牙利 / 德国
拿破仑先生,7.5,100,2003,法国 / 英国
明天属于我们,7.5,88,2003,法国
下一站天国,7.5,87,2003,英国
滚入红尘,7.5,87,2003,泰国
让爱飞翔,7.5,71,2003,法国 / 比利时 / Georgia
来来去去,7.5,83,2003,印度
母亲的艾林,7.5,61,2003,挪威
变色龙号船长,7.5,56,2003,荷兰
亲密杀机,7.5,45,2003,香港
邻居,7.5,35,2003,法国
消除,7.5,41,2003,波兰
我把阿公搞丟了,7.5,33,2003,台湾
冒牌天神,7.4,117599,2003,美国
绝地战警2,7.4,19683,2003,美国
墨西哥往事,7.4,17731,2003,美国 / 墨西哥
我和爸爸,7.4,13429,2003,中国大陆
警察有约,7.4,5175,2003,中国大陆
泳池情杀案,7.4,5432,2003,法国 / 英国
父子迷情,7.4,4008,2003,俄罗斯 / 德国 / 意大利 / 荷兰
不散,7.4,3412,2003,台湾
希特勒：恶魔的崛起,7.4,3180,2003,Canada / USA
希尔维亚,7.4,2149,2003,英国
我的秘密城堡,7.4,1928,2003,英国
会说话的照片,7.4,1384,2003,法国 / 葡萄牙 / 意大利
浮生若舞,7.4,607,2003,美国 / 德国
为奴隶的母亲,7.4,574,2003,中国大陆
摇滚青年,7.4,550,2003,日本
绿色屠夫,7.4,526,2003,丹麦
梦想阿根廷,7.4,439,2003,西班牙 / 英国 / 美国
天赐良缘,7.4,320,2003,印度
爱情拼图,7.4,244,2003,丹麦
太空朋克猫,7.4,176,2003,日本
蓝色协奏曲,7.4,150,2003,德国
白桦林,7.4,151,2003,法国 / 德国 / 波兰
罪孽的代价,7.4,146,2003,英国 / 西班牙
危机四伏,7.4,138,2003,美国
犀牛之眼,7.4,93,2003,美国
舒尔茨的忧郁,7.4,77,2003,德国
总有爱鼓励,7.4,84,2003,南非 / 美国
最后一舞,7.4,78,2003,加拿大
遗产,7.4,59,2003,丹麦 / 瑞典 / 挪威 / 英国
我的父亲,7.4,76,2003,意大利 / 巴西 / 匈牙利
双人军团,7.4,37,2003,美国
"Ready When You Are, Mr. McGill",7.4,43,2003,英国
来不及爱你,7.4,45,2003,中国大陆
选择,7.4,30,2003,韩国
多瑙，多瑙,7.4,24,2003,奥地利
剩余部分,7.4,23,2003,Slovenia
手机,7.3,103079,2003,中国大陆
热舞甜心,7.3,14827,2003,美国
幸福的黄色电影,7.3,2098,2003,西班牙 / 丹麦
灰眼珠的男孩,7.3,1672,2003,法国 / 英国
药剂师,7.3,741,2003,法国
爱像一条鱼,7.3,636,2003,爱尔兰
黑道刺杀令,7.3,503,2003,法国 / 美国 / 加拿大 / 英国
双重间谍,7.3,527,2003,韩国
间谍佐尔格,7.3,439,2003,日本 / 德国
停车场,7.3,264,2003,美国
同床异梦,7.3,282,2003,意大利 / 法国 / 英国
处死国王,7.3,263,2003,英国 / 德国
不一样的奇遇,7.3,271,2003,澳大利亚
七夕之夏,7.3,240,2003,日本
深红的金子,7.3,195,2003,伊朗
派对怪兽,7.3,150,2003,美国 / 荷兰
陌生天堂,7.3,122,2003,中国大陆
多伦多街童,7.3,148,2003,加拿大
懦夫跪下,7.3,102,2003,加拿大
都柏林故事,7.3,67,2003,爱尔兰
小黑马,7.3,58,2003,美国
弗朗克里瓦,7.3,43,2003,法国
多瑙河饭店,7.3,32,2003,西班牙
蔷花，红莲,7.2,39259,2003,韩国
记忆裂痕,7.2,27376,2003,美国
太阳泪,7.2,22734,2003,美国
金鸡2,7.2,16260,2003,香港
菊花香,7.2,7865,2003,韩国
年轻的亚当,7.2,4663,2003,英国 / 法国
二弟,7.2,1609,2003,香港 / 中国大陆
牛头,7.2,1466,2003,日本
贴身兄弟,7.2,1308,2003,美国
死亡诗篇,7.2,1036,2003,法国
机器人竞赛,7.2,1062,2003,日本
十五,7.2,490,2003,新加坡
狼族时代,7.2,559,2003,法国 / 奥地利 / 德国
冷面赤心,7.2,412,2003,比利时 / 荷兰
爱的对象,7.2,308,2003,美国
男人的心思,7.2,278,2003,法国
快乐结局,7.2,272,2003,美国 / 法国 / 德国
玩命911,7.2,283,2003,爱尔兰 / 英国
恋恋花园,7.2,244,2003,韩国
秋天日记,7.2,233,2003,台湾
猫鼠游戏：摄影机背后,8.9,1831,2003,美国
A Sorta Fairytale,8.9,118,2003,美国
东京教父,8.8,44631,2003,日本
主要嫌疑犯6：唯一证人,8.8,116,2003,English
怒海英雄：责任,8.8,113,2003,英国
超越亲情,8.8,33,2003,意大利
大鱼,8.7,245215,2003,美国
大卫·戈尔的一生,8.7,83664,2003,美国 / 德国 / 英国
再见列宁,8.7,56015,2003,德国
回归,8.7,12147,2003,俄罗斯
冰峰168小时,8.7,5203,2003,英国
生死花园,8.7,1468,2003,法国
约翰福音,8.7,285,2003,加拿大 / 英国
楠溪江,8.7,53,2003,中国大陆
加勒比海盗,8.6,331298,2003,美国
致命ID,8.6,307885,2003,美国
小情人,8.6,48536,2003,泰国
青之炎,8.6,22195,2003,日本
木更津猫眼 日本篇,8.6,2340,2003,日本
德蕾莎修女,8.6,727,2003,西班牙 / 英国 / 意大利
庶务二课FOREVER,8.6,443,2003,日本
The Chemical Brothers:Singles 93-03,8.6,55,2003,英国
真爱至上,8.5,298582,2003,英国 / 美国 / 法国
黑客帝国3：矩阵革命,8.5,145894,2003,美国 / 澳大利亚
春夏秋冬又一春,8.5,55299,2003,韩国 / 德国
迷恋荷尔蒙,8.5,16541,2003,美国 / 加拿大
二手狮王,8.5,11531,2003,美国
桥,8.5,6166,2003,美国 / 捷克
哭泣的骆驼,8.5,2955,2003,德国
啤酒谋杀案,8.5,2430,2003,英国
黄蜂,8.5,760,2003,英国
雪行者,8.5,591,2003,加拿大
大宅门,8.4,133,2003,中国大陆
街头剧中剧,8.5,106,2003,西班牙
红色羊齿草的故乡,8.5,88,2003,美国
VH1走进《南方公园》,8.5,33,2003,美国
黑客帝国2：重装上阵,8.4,136004,2003,美国 / 澳大利亚
狗镇,8.4,69527,2003,丹麦 / 瑞典 / 挪威 / 芬兰 / 英国 / 法国 / 德国 / 荷兰 / 意大利
奔腾年代,8.4,23867,2003,美国
法拉利传,8.4,833,2003,意大利
我的亲骨肉,8.4,88,2003,美国
划痕的岁月,8.4,42,2003,中国大陆
无间道2,8.3,151981,2003,香港
Jose与虎与鱼们,8.3,8064,2003,日本
有你我不怕,8.3,2953,2003,意大利 / 西班牙 / 英国
跑吧孩子,8.3,2436,2003,新加坡
我是大卫,8.3,1705,2003,美国
早春二月,8.3,1487,2003,泰国
歌舞中国,8.3,1352,2003,新加坡 / 台湾
萨拉邦德,8.3,650,2003,瑞典 / 意大利 / 德国 / 芬兰 / 丹麦 / 奥地利
卡车上掉下的小提琴,8.3,272,2003,中国大陆
职守,8.3,205,2003,塞黑
让·穆兰传奇,8.3,31,2003,加拿大 / 法国/英国
假如爱有天意,8.2,220509,2003,韩国
海底总动员,8.2,190712,2003,美国 / 澳大利亚
老男孩,8.2,138223,2003,韩国
裸体哈维闯人生,8.2,5482,2003,澳大利亚
伯尔尼的奇迹,8.2,5734,2003,德国
宛如阿修罗,8.2,4970,2003,日本
香火,8.2,3561,2003,中国大陆
旅行者与魔法师,8.2,2794,2003,澳大利亚 / 不丹
校园规则,8.2,2497,2003,瑞典 / 丹麦
亚伯拉罕先生,8.2,1310,2003,法国
生命的重托,8.2,1322,2003,英国 / 法国
鼻毛真拳,8.2,273,2003,日本
亲密风暴,8.2,69,2003,美国
迷惘十六年,8.2,63,2003,英国
印度超人前传,8.2,61,2003,印度
源来是爱,8.2,49,2003,香港
爱情与战争,8.2,42,2003,巴西
两小无猜,8.1,306254,2003,法国 / 比利时
杀死比尔,8.1,184348,2003,美国
火柴人,8.1,81826,2003,美国
风雨哈佛路,8.1,74432,2003,美国
托斯卡纳艳阳下,8.1,30674,2003,美国 / 意大利
小飞侠彼得潘,8.1,28795,2003,澳大利亚 / 美国 / 英国
没有我的日子,8.1,4442,2003,加拿大 / 西班牙
香料共和国,8.1,3638,2003,希腊 / 土耳其
心灵驿站,8.1,3847,2003,美国
航向热带岛屿的冰山,8.1,1730,2003,冰岛 / 德国 / 英国 / 丹麦
失落的王子,8,1634,2003,英国
遥远的光辉,8.1,329,2003,德国
真实点滴,8.1,236,2003,美国
天堂病毒,8.1,153,2003,法国 / 瑞典
拉瓦拳星球,8.1,119,2003,日本
木制摄像机,8.1,119,2003,法国 / 英国 / 南非
波利安娜,8.1,33,2003,英国
灿烂人生,9.3,20956,2003,意大利
The Work of Director Michel Gondry,9.3,570,2003,美国
太阳马戏团：魔幻森林,9.2,81,2003,Canada
爱玛和丹尼尔的夏天,9.2,50,2003,瑞典 / 芬兰
指环王3：王者无敌,9.1,283517,2003,美国 / 新西兰
机器的复兴：第1部,9.1,3691,2003,美国
怒海英雄：忠诚,9.1,125,2003,英国
乔治·奥威尔：影像人生,9.1,42,2003,英国
我的野蛮男友,3.7,42,2003,香港
空手道少女组,4.9,539,2003,中国大陆 / 台湾
一级病毒,4.9,62,2003,加拿大 / 英国
谁是老爸,4.8,136,2003,美国
炮制女朋友,4.6,18387,2003,中国大陆 / 香港
天使死神,4.6,78,2003,香港
Pride and Prejudice,6,123,2003,美国
偷欢嫁期,6,124,2003,韩国
百年好合,5.9,35629,2003,中国大陆 / 香港
英语完全征服,5.9,979,2003,韩国
恋上你的床,5.8,32248,2003,中国大陆 / 香港
绝种好男人,5.8,22278,2003,香港
快乐圣诞,5.8,368,2003,韩国
风月俏同志,5.8,327,2003,美国
结婚七年,5.8,123,2003,法国
银妆刀,5.6,2243,2003,韩国
真实诱惑,5.6,105,2003,美国
老鼠爱上猫,5.5,43463,2003,中国大陆 / 香港
快节奏,5.2,54,2003,加拿大 / 法国 / 卢森堡 / 英国
归宿,5.2,51,2003,澳大利亚
热舞狂潮,5.2,24,2003,美国
安娜与武林,5.1,18921,2003,中国大陆 / 香港
今夜恋出事,5.1,272,2003,美国
我要结婚,5.1,167,2003,香港
追剿魔头,5.1,56,2003,中国大陆
美国派3：美国婚礼,7,30256,2003,美国 / 德国
玛德琳,7,2703,2003,韩国
春天有爱,7,759,2003,韩国
劣货,7,34,2003,法国
近身接触,6.9,197,2003,法国
在你之后,6.9,73,2003,法国
莉琪的异想世界,6.8,18041,2003,美国
严禁嘴对嘴,6.8,381,2003,法国 / 瑞士
第七次纪念,6.8,90,2003,日本
十日拍拖手册,6.7,18554,2003,美国 / 德国
圣诞精灵,6.7,2473,2003,美国 / 德国
亚历克斯与艾玛,6.7,1871,2003,美国
随爱沉沦,6.7,1827,2003,美国 / 德国
晴空战士,6.7,1457,2003,韩国 / 美国
特务亲家,6.7,774,2003,美国 / 德国 / 加拿大
接吻的艺术,6.7,113,2003,美国
大城武士,6.7,116,2003,泰国
新扎师妹2,6.6,30931,2003,香港
行运超人,6.6,24194,2003,香港
爱之吻,6.6,419,2003,日本
朋友,6.6,72,2003,日本
单身妈妈的爱情故事,6.6,36,2003,法国
冬日恋曲3之雪中情,6.6,37,2003,香港
我的野蛮女老师,6.5,21767,2003,韩国
龍咁威2003,6.5,3789,2003,香港
森林泰山2,6.5,654,2003,美国 / 澳大利亚
脚踏三条船,6.5,108,2003,美国
踢足球的日子,6.5,27,2003,西班牙
地下铁,6.4,33446,2003,中国大陆 / 香港 / 台湾
伟大的遗产,6.4,638,2003,韩国
新婚告急,6.3,7117,2003,美国 / 德国
美人鱼,6.3,712,2003,美国
爱到房倒屋塌,6.3,589,2003,美国
安妮与阿布,6.3,229,2003,德国
西贡的童话,6.3,93,2003,香港
疾走繁星夜,6.3,31,2003,日本
失忆界女王,6.2,25387,2003,中国大陆 / 香港
真爱开玩笑,6.2,517,2003,英国 / 美国
呼啸山庄,6.2,78,2003,美国
挑战姐妹情,6.2,82,2003,美国
百分百感觉2003,6.1,1762,2003,香港
人妖打排球2,6.1,192,2003,泰国
野恋情挑,6,157,2003,比利时
爱情非卖品,6.1,113,2003,美国
庙街公主,6.1,99,2003,香港
尘中之舞,6.1,43,2003,伊朗
爱普丽尔的洗礼,6.1,31,2003,美国
飞逝的狮子,7.9,124,2003,法国
芭比之天鹅湖,7.8,1922,2003,美国
寄生木,7.8,826,2003,日本
永恒青春之地,7.7,313,2003,法国
诱惑医生一百天,7.7,116,2003,加拿大
灰姑娘,7.6,441,2003,Russian
水与火的传说,7.6,160,2003,法国 / 韩国
爱的奇迹,7.5,64,2003,泰国
黑夜传说,7.4,64219,2003,英国 / 德国 / 匈牙利 / 美国
辣妈辣妹,7.4,44995,2003,美国
生命如斯美丽,7.4,618,2003,德国
我的冒牌男友,7.4,221,2003,法国
太阳深处/走入阳光/爱在阳光里,7.4,49,2003,韩国
辛巴达七海传奇,7.3,4302,2003,美国
黄金心灵,7.3,87,2003,印度
幻爱钟情,7.2,189,2003,法国 / 意大利
斯通夫人的罗马春天,7.2,128,2003,美国
我爱你,7.1,25772,2003,中国大陆
人性污点,7.1,6484,2003,美国 / 德国 / 法国
奇招尽出,7.1,3073,2003,美国 / 法国 / 英国
性窦初开,7.1,307,2003,德国
星外飞仙,7.1,322,2003,英国
邻家女孩,7.1,293,2003,泰国
回忆录,7.1,254,2003,日本
两车一夜,7.1,242,2003,新西兰
另一个波琳家的女孩,7.1,116,2003,英国
两个人一起走的路,7.1,108,2003,日本
爱的一瞥,7.1,46,2003,英国 / 塞黑
宝贝,7.1,30,2003,法国
魂系蒙特卡洛,8.8,43,2003,法国
爱与婚姻,8.8,39,2003,France
我的黄金时代,8.7,700,2003,中国大陆
海潮之声十年后 我们的青春,8.7,249,2003,日本
Good Song,8.4,70,2003,英国
天下霸道之剑,8.3,9287,2003,日本
我的女友叫小薇,8.2,64,2003,点子工作室 / 中山
轮回,8.2,41,2003,意大利
翼神世音 多元变奏曲,8.1,1256,2003,日本
法老的女儿,9.5,76,2003,France
僵尸噩夜,3.5,82,2003,加拿大
新扎师姐,4.9,223,2003,香港
野蛮人尼克斯,4.9,33,2003,德国
一刀不剪,4.8,234,2003,意大利
绝配战警,4.8,87,2003,法国
阴阳路19：我对眼见到嘢,4.3,172,2003,香港
屎怪,4.2,253,2003,美国
醉马骝,6,1466,2003,香港
铁鸡谍网种情花,5.9,92,2003,泰国
远西,6,94,2003,法国
飞龙再生,5.8,13983,2003,香港 / 美国
非常小特务3,5.8,3928,2003,美国
神探加吉特2,5.8,479,2003,美国
花豹少女队,5.8,298,2003,加拿大 / 美国
粉笔和佩剑,5.8,107,2003,法国
千机变,5.7,56922,2003,香港
戴帽子的猫,5.7,1429,2003,美国
绝种铁金刚,5.6,4893,2003,香港
库尔班大叔上北京,5.6,92,2003,中国大陆
幕间休息,5.5,280,2003,美国
地狱甲子园,5.5,71,2003,日本
唱片傻大姐,5.5,56,2003,美国
新笑林小子之我最棒,5.4,89,2003,中国大陆 / 中国大陆
古宅心慌慌,5.1,20158,2003,中国大陆 / 香港
猎杀活死人,5.1,1386,2003,澳大利亚
勇者,7,233,2003,加拿大 / 法国
骑士游戏,6.9,809,2003,德国
森林王子2,6.9,477,2003,美国 / 澳大利亚
马里布绑票案,6.9,93,2003,美国
黄色房间谋杀案,6.9,37,2003,比利时 / 法国
乌龙元首,6.8,257,2003,美国
梦想成真,6.8,116,2003,美国 / 新西兰
惊声尖笑3,6.7,20277,2003,美国 / 加拿大
羽柴家的1980年,6.7,50,2003,日本
索尼克 X,6.7,41,2003,日本
上帝是巴西人,6.7,28,2003,巴西
有爱才有性,6.6,159,2003,智利
伪娘,6.6,153,2003,美国
大鼻子小英雄,6.6,87,2003,俄罗斯
傻瓜谍报员,6.6,50,2003,西班牙
霹雳娇娃2,6.5,27582,2003,美国
两个头一个大,6.5,1913,2003,美国
哞（月）,6.5,326,2003,英国
水果蛋糕,6.5,158,2003,美国
老妈去死吧,6.5,67,2003,美国
棒球小厨师,6.5,38,2003,美国
汽车钥匙,6.5,32,2003,法国
沙发,6.5,27,2003,美国
上海正午2：上海骑士,6.4,10531,2003,美国 / 英国 / 捷克
国家保安,6.4,2193,2003,美国
亚特兰蒂斯2：神秘的水晶,6.4,367,2003,美国
不幸运英雄,6.4,252,2003,日本
过气童星,6.4,144,2003,美国
活宝家庭度假记,6.4,63,2003,美国
D.E.B.S.,6.4,55,2003,美国
夏天的小岛,6.4,48,2003,日本
鱼鹰行动,6.4,42,2003,德国 / 美国
大迫迁,6.4,43,2003,香港
巨星总动员,6.3,1273,2003,美国
活跳尸3,6.3,725,2003,西班牙
抢钱袋鼠,6.2,2276,2003,美国 / 澳大利亚
老夫子动画大电影：反斗侦探,6.2,431,2003,香港
鬼屋,6.1,1353,2003,美国
美丽女孩,6.1,289,2003,美国
魔鬼卡车,6.1,146,2003,美国
茜夏的咒语,6.1,46,2003,巴西
输就是赢,6.1,44,2003,法国
呼风唤雨！光荣的烤肉之路,8,2539,2003,日本
滑板狂热,8,552,2003,美国
飞狗巴迪5：排球健将,8,625,2003,加拿大
13号病房,7.9,2829,2003,澳大利亚
摇滚校园,7.8,38750,2003,美国 / 德国
跳跳羊,7.8,18204,2003,美国
奥林匹克运动会,7.8,186,2003,意大利
神,7.7,1870,2003,俄罗斯
卡尔与玛丽莲,7.6,797,2003,芬兰 / 爱沙尼亚
赖皮之宿,7.6,225,2003,日本
狂野小子1,7.6,114,2003,德国
.hack//GIFT,7.6,46,2003,日本
101忠狗续集：伦敦大冒险,7.5,1044,2003,美国
死神，看招！,7.5,660,2003,UK
男演员,7.5,585,2003,英国 / 德国 / 爱尔兰
提前发育,7.5,317,2003,美国
探索珊瑚礁,7.5,46,2003,美国
苗条的苏茜,7.4,118,2003,瑞典
詹妮斯和约翰,7.4,110,2003,法国 / 西班牙
没问题侠客,7.4,79,2003,美国
皇牌杂差3,7.4,65,2003,法国
的士速递3,7.3,22778,2003,法国
怪物史莱克 4D,7.3,920,2003,美国
夺草奇兵,7.3,250,2003,法国
空无一物,7.3,265,2003,加拿大
原野小兵兵,7.3,86,2003,美国
小恶鬼,7.2,390,2003,法国 / 西班牙
妈妈的小乖乖,7.2,258,2003,挪威
无敌当家5,7.2,186,2003,美国
三代同堂,7.2,131,2003,美国
我的爷爷,7.2,104,2003,日本
